Date,Open,High,Low,Close*,Adj. close**,Volume
02/07/1929,28.06,28.06,28.06,28.06,28.06,-
01/07/1929,27.77,27.77,27.77,27.77,27.77,-
28/06/1929,27.41,27.41,27.41,27.41,27.41,-
27/06/1929,27.11,27.11,27.11,27.11,27.11,-
26/06/1929,27.06,27.06,27.06,27.06,27.06,-
25/06/1929,26.9,26.9,26.9,26.9,26.9,-
24/06/1929,26.62,26.62,26.62,26.62,26.62,-
21/06/1929,26.62,26.62,26.62,26.62,26.62,-
20/06/1929,26.47,26.47,26.47,26.47,26.47,-
19/06/1929,26.32,26.32,26.32,26.32,26.32,-
18/06/1929,26.42,26.42,26.42,26.42,26.42,-
17/06/1929,26.41,26.41,26.41,26.41,26.41,-
14/06/1929,25.93,25.93,25.93,25.93,25.93,-
13/06/1929,25.84,25.84,25.84,25.84,25.84,-
12/06/1929,25.45,25.45,25.45,25.45,25.45,-
11/06/1929,25.43,25.43,25.43,25.43,25.43,-
10/06/1929,25.27,25.27,25.27,25.27,25.27,-
07/06/1929,25.53,25.53,25.53,25.53,25.53,-
06/06/1929,25.64,25.64,25.64,25.64,25.64,-
05/06/1929,25.59,25.59,25.59,25.59,25.59,-
04/06/1929,25.64,25.64,25.64,25.64,25.64,-
03/06/1929,25.27,25.27,25.27,25.27,25.27,-
31/05/1929,24.83,24.83,24.83,24.83,24.83,-
29/05/1929,24.62,24.62,24.62,24.62,24.62,-
28/05/1929,24.59,24.59,24.59,24.59,24.59,-
27/05/1929,24.2,24.2,24.2,24.2,24.2,-
24/05/1929,25.12,25.12,25.12,25.12,25.12,-
23/05/1929,25.31,25.31,25.31,25.31,25.31,-
22/05/1929,24.76,24.76,24.76,24.76,24.76,-
21/05/1929,25.7,25.7,25.7,25.7,25.7,-
20/05/1929,25.39,25.39,25.39,25.39,25.39,-
17/05/1929,26.09,26.09,26.09,26.09,26.09,-
16/05/1929,25.97,25.97,25.97,25.97,25.97,-
15/05/1929,25.84,25.84,25.84,25.84,25.84,-
14/05/1929,25.95,25.95,25.95,25.95,25.95,-
13/05/1929,25.64,25.64,25.64,25.64,25.64,-
10/05/1929,26.34,26.34,26.34,26.34,26.34,-
09/05/1929,26.02,26.02,26.02,26.02,26.02,-
08/05/1929,26.18,26.18,26.18,26.18,26.18,-
07/05/1929,26.07,26.07,26.07,26.07,26.07,-
06/05/1929,26.32,26.32,26.32,26.32,26.32,-
03/05/1929,26.37,26.37,26.37,26.37,26.37,-
02/05/1929,26.11,26.11,26.11,26.11,26.11,-
01/05/1929,25.99,25.99,25.99,25.99,25.99,-
30/04/1929,25.94,25.94,25.94,25.94,25.94,-
29/04/1929,25.53,25.53,25.53,25.53,25.53,-
26/04/1929,25.58,25.58,25.58,25.58,25.58,-
25/04/1929,25.63,25.63,25.63,25.63,25.63,-
24/04/1929,25.75,25.75,25.75,25.75,25.75,-
23/04/1929,25.85,25.85,25.85,25.85,25.85,-
22/04/1929,25.7,25.7,25.7,25.7,25.7,-
19/04/1929,25.41,25.41,25.41,25.41,25.41,-
18/04/1929,25.43,25.43,25.43,25.43,25.43,-
17/04/1929,25.32,25.32,25.32,25.32,25.32,-
16/04/1929,25.06,25.06,25.06,25.06,25.06,-
15/04/1929,25,25,25,25,25,-
12/04/1929,25.15,25.15,25.15,25.15,25.15,-
11/04/1929,25.06,25.06,25.06,25.06,25.06,-
10/04/1929,24.78,24.78,24.78,24.78,24.78,-
09/04/1929,24.63,24.63,24.63,24.63,24.63,-
08/04/1929,24.83,24.83,24.83,24.83,24.83,-
05/04/1929,25.05,25.05,25.05,25.05,25.05,-
04/04/1929,25.3,25.3,25.3,25.3,25.3,-
03/04/1929,24.86,24.86,24.86,24.86,24.86,-
02/04/1929,25.17,25.17,25.17,25.17,25.17,-
01/04/1929,24.88,24.88,24.88,24.88,24.88,-
28/03/1929,25.53,25.53,25.53,25.53,25.53,-
27/03/1929,25.09,25.09,25.09,25.09,25.09,-
26/03/1929,24.35,24.35,24.35,24.35,24.35,-
25/03/1929,24.51,24.51,24.51,24.51,24.51,-
22/03/1929,25.55,25.55,25.55,25.55,25.55,-
21/03/1929,25.9,25.9,25.9,25.9,25.9,-
20/03/1929,26.02,26.02,26.02,26.02,26.02,-
19/03/1929,26.03,26.03,26.03,26.03,26.03,-
18/03/1929,26.04,26.04,26.04,26.04,26.04,-
15/03/1929,26.08,26.08,26.08,26.08,26.08,-
14/03/1929,25.73,25.73,25.73,25.73,25.73,-
13/03/1929,25.24,25.24,25.24,25.24,25.24,-
12/03/1929,24.97,24.97,24.97,24.97,24.97,-
11/03/1929,24.95,24.95,24.95,24.95,24.95,-
08/03/1929,25.31,25.31,25.31,25.31,25.31,-
07/03/1929,25.15,25.15,25.15,25.15,25.15,-
06/03/1929,24.92,24.92,24.92,24.92,24.92,-
05/03/1929,25.32,25.32,25.32,25.32,25.32,-
04/03/1929,25.49,25.49,25.49,25.49,25.49,-
01/03/1929,25.83,25.83,25.83,25.83,25.83,-
28/02/1929,25.59,25.59,25.59,25.59,25.59,-
27/02/1929,25.25,25.25,25.25,25.25,25.25,-
26/02/1929,24.95,24.95,24.95,24.95,24.95,-
25/02/1929,24.91,24.91,24.91,24.91,24.91,-
21/02/1929,24.86,24.86,24.86,24.86,24.86,-
20/02/1929,24.59,24.59,24.59,24.59,24.59,-
19/02/1929,24.38,24.38,24.38,24.38,24.38,-
18/02/1929,24.39,24.39,24.39,24.39,24.39,-
15/02/1929,24.35,24.35,24.35,24.35,24.35,-
14/02/1929,24.85,24.85,24.85,24.85,24.85,-
13/02/1929,24.95,24.95,24.95,24.95,24.95,-
11/02/1929,24.98,24.98,24.98,24.98,24.98,-
08/02/1929,24.44,24.44,24.44,24.44,24.44,-
07/02/1929,24.71,24.71,24.71,24.71,24.71,-
06/02/1929,25.49,25.49,25.49,25.49,25.49,-
05/02/1929,25.7,25.7,25.7,25.7,25.7,-
04/02/1929,25.64,25.64,25.64,25.64,25.64,-
01/02/1929,25.84,25.84,25.84,25.84,25.84,-
31/01/1929,25.74,25.74,25.74,25.74,25.74,-
30/01/1929,25.45,25.45,25.45,25.45,25.45,-
29/01/1929,25.36,25.36,25.36,25.36,25.36,-
28/01/1929,25.35,25.35,25.35,25.35,25.35,-
25/01/1929,25.48,25.48,25.48,25.48,25.48,-
24/01/1929,25.06,25.06,25.06,25.06,25.06,-
23/01/1929,25.22,25.22,25.22,25.22,25.22,-
22/01/1929,25.07,25.07,25.07,25.07,25.07,-
21/01/1929,24.86,24.86,24.86,24.86,24.86,-
18/01/1929,24.77,24.77,24.77,24.77,24.77,-
17/01/1929,24.69,24.69,24.69,24.69,24.69,-
16/01/1929,24.56,24.56,24.56,24.56,24.56,-
15/01/1929,24.23,24.23,24.23,24.23,24.23,-
14/01/1929,24.59,24.59,24.59,24.59,24.59,-
11/01/1929,24.54,24.54,24.54,24.54,24.54,-
10/01/1929,24.58,24.58,24.58,24.58,24.58,-
09/01/1929,24.54,24.54,24.54,24.54,24.54,-
08/01/1929,24.17,24.17,24.17,24.17,24.17,-
07/01/1929,24.25,24.25,24.25,24.25,24.25,-
04/01/1929,24.85,24.85,24.85,24.85,24.85,-
03/01/1929,24.86,24.86,24.86,24.86,24.86,-
02/01/1929,24.81,24.81,24.81,24.81,24.81,-
31/12/1928,24.35,24.35,24.35,24.35,24.35,-
28/12/1928,23.98,23.98,23.98,23.98,23.98,-
27/12/1928,23.64,23.64,23.64,23.64,23.64,-
26/12/1928,23.44,23.44,23.44,23.44,23.44,-
24/12/1928,23.54,23.54,23.54,23.54,23.54,-
21/12/1928,23.33,23.33,23.33,23.33,23.33,-
20/12/1928,23.07,23.07,23.07,23.07,23.07,-
19/12/1928,22.98,22.98,22.98,22.98,22.98,-
18/12/1928,22.7,22.7,22.7,22.7,22.7,-
17/12/1928,22.44,22.44,22.44,22.44,22.44,-
14/12/1928,22.53,22.53,22.53,22.53,22.53,-
13/12/1928,22.48,22.48,22.48,22.48,22.48,-
12/12/1928,22.52,22.52,22.52,22.52,22.52,-
11/12/1928,22.74,22.74,22.74,22.74,22.74,-
10/12/1928,22.31,22.31,22.31,22.31,22.31,-
07/12/1928,22.36,22.36,22.36,22.36,22.36,-
06/12/1928,22.91,22.91,22.91,22.91,22.91,-
05/12/1928,23.81,23.81,23.81,23.81,23.81,-
04/12/1928,23.91,23.91,23.91,23.91,23.91,-
03/12/1928,23.85,23.85,23.85,23.85,23.85,-
30/11/1928,24.28,24.28,24.28,24.28,24.28,-
28/11/1928,24.19,24.19,24.19,24.19,24.19,-
27/11/1928,23.91,23.91,23.91,23.91,23.91,-
26/11/1928,23.8,23.8,23.8,23.8,23.8,-
23/11/1928,23.7,23.7,23.7,23.7,23.7,-
22/11/1928,23.52,23.52,23.52,23.52,23.52,-
21/11/1928,23.22,23.22,23.22,23.22,23.22,-
20/11/1928,23.57,23.57,23.57,23.57,23.57,-
19/11/1928,23.37,23.37,23.37,23.37,23.37,-
16/11/1928,23.37,23.37,23.37,23.37,23.37,-
15/11/1928,23.03,23.03,23.03,23.03,23.03,-
14/11/1928,22.91,22.91,22.91,22.91,22.91,-
13/11/1928,22.91,22.91,22.91,22.91,22.91,-
12/11/1928,22.84,22.84,22.84,22.84,22.84,-
09/11/1928,22.55,22.55,22.55,22.55,22.55,-
08/11/1928,22.39,22.39,22.39,22.39,22.39,-
07/11/1928,22.24,22.24,22.24,22.24,22.24,-
05/11/1928,22.24,22.24,22.24,22.24,22.24,-
02/11/1928,21.95,21.95,21.95,21.95,21.95,-
01/11/1928,21.99,21.99,21.99,21.99,21.99,-
31/10/1928,21.68,21.68,21.68,21.68,21.68,-
30/10/1928,21.76,21.76,21.76,21.76,21.76,-
29/10/1928,22,22,22,22,22,-
26/10/1928,21.65,21.65,21.65,21.65,21.65,-
25/10/1928,21.91,21.91,21.91,21.91,21.91,-
24/10/1928,21.99,21.99,21.99,21.99,21.99,-
23/10/1928,21.95,21.95,21.95,21.95,21.95,-
22/10/1928,21.81,21.81,21.81,21.81,21.81,-
19/10/1928,21.96,21.96,21.96,21.96,21.96,-
18/10/1928,21.84,21.84,21.84,21.84,21.84,-
17/10/1928,21.79,21.79,21.79,21.79,21.79,-
16/10/1928,21.72,21.72,21.72,21.72,21.72,-
15/10/1928,21.65,21.65,21.65,21.65,21.65,-
11/10/1928,21.51,21.51,21.51,21.51,21.51,-
10/10/1928,21.41,21.41,21.41,21.41,21.41,-
09/10/1928,21.18,21.18,21.18,21.18,21.18,-
08/10/1928,21.11,21.11,21.11,21.11,21.11,-
05/10/1928,21.22,21.22,21.22,21.22,21.22,-
04/10/1928,21.26,21.26,21.26,21.26,21.26,-
03/10/1928,21.19,21.19,21.19,21.19,21.19,-
02/10/1928,21.26,21.26,21.26,21.26,21.26,-
01/10/1928,21.36,21.36,21.36,21.36,21.36,-
28/09/1928,21.14,21.14,21.14,21.14,21.14,-
27/09/1928,21.13,21.13,21.13,21.13,21.13,-
26/09/1928,21.4,21.4,21.4,21.4,21.4,-
25/09/1928,21.41,21.41,21.41,21.41,21.41,-
24/09/1928,21.43,21.43,21.43,21.43,21.43,-
21/09/1928,21.36,21.36,21.36,21.36,21.36,-
20/09/1928,21.22,21.22,21.22,21.22,21.22,-
19/09/1928,21.18,21.18,21.18,21.18,21.18,-
18/09/1928,21.18,21.18,21.18,21.18,21.18,-
17/09/1928,21.33,21.33,21.33,21.33,21.33,-
14/09/1928,21.14,21.14,21.14,21.14,21.14,-
13/09/1928,21.14,21.14,21.14,21.14,21.14,-
12/09/1928,21.16,21.16,21.16,21.16,21.16,-
11/09/1928,21.08,21.08,21.08,21.08,21.08,-
10/09/1928,20.92,20.92,20.92,20.92,20.92,-
07/09/1928,21.09,21.09,21.09,21.09,21.09,-
06/09/1928,20.94,20.94,20.94,20.94,20.94,-
05/09/1928,21.07,21.07,21.07,21.07,21.07,-
04/09/1928,20.97,20.97,20.97,20.97,20.97,-
31/08/1928,20.87,20.87,20.87,20.87,20.87,-
30/08/1928,20.61,20.61,20.61,20.61,20.61,-
29/08/1928,20.58,20.58,20.58,20.58,20.58,-
28/08/1928,20.54,20.54,20.54,20.54,20.54,-
27/08/1928,20.38,20.38,20.38,20.38,20.38,-
24/08/1928,20.34,20.34,20.34,20.34,20.34,-
23/08/1928,20.02,20.02,20.02,20.02,20.02,-
22/08/1928,20,20,20,20,20,-
21/08/1928,20.02,20.02,20.02,20.02,20.02,-
20/08/1928,19.77,19.77,19.77,19.77,19.77,-
17/08/1928,19.64,19.64,19.64,19.64,19.64,-
16/08/1928,19.61,19.61,19.61,19.61,19.61,-
15/08/1928,19.47,19.47,19.47,19.47,19.47,-
14/08/1928,19.13,19.13,19.13,19.13,19.13,-
13/08/1928,19.29,19.29,19.29,19.29,19.29,-
10/08/1928,19.25,19.25,19.25,19.25,19.25,-
09/08/1928,19.3,19.3,19.3,19.3,19.3,-
08/08/1928,19.25,19.25,19.25,19.25,19.25,-
07/08/1928,19.49,19.49,19.49,19.49,19.49,-
06/08/1928,19.58,19.58,19.58,19.58,19.58,-
03/08/1928,19.36,19.36,19.36,19.36,19.36,-
02/08/1928,19.33,19.33,19.33,19.33,19.33,-
01/08/1928,19.42,19.42,19.42,19.42,19.42,-
31/07/1928,19.43,19.43,19.43,19.43,19.43,-
30/07/1928,19.47,19.47,19.47,19.47,19.47,-
27/07/1928,19.42,19.42,19.42,19.42,19.42,-
26/07/1928,19.24,19.24,19.24,19.24,19.24,-
25/07/1928,19.2,19.2,19.2,19.2,19.2,-
24/07/1928,19.09,19.09,19.09,19.09,19.09,-
23/07/1928,19.12,19.12,19.12,19.12,19.12,-
20/07/1928,19.03,19.03,19.03,19.03,19.03,-
19/07/1928,18.99,18.99,18.99,18.99,18.99,-
18/07/1928,19.03,19.03,19.03,19.03,19.03,-
17/07/1928,18.8,18.8,18.8,18.8,18.8,-
16/07/1928,18.7,18.7,18.7,18.7,18.7,-
13/07/1928,18.96,18.96,18.96,18.96,18.96,-
12/07/1928,18.81,18.81,18.81,18.81,18.81,-
11/07/1928,18.95,18.95,18.95,18.95,18.95,-
10/07/1928,19.43,19.43,19.43,19.43,19.43,-
09/07/1928,19.46,19.46,19.46,19.46,19.46,-
06/07/1928,19.39,19.39,19.39,19.39,19.39,-
05/07/1928,19.48,19.48,19.48,19.48,19.48,-
03/07/1928,19.29,19.29,19.29,19.29,19.29,-
02/07/1928,18.98,18.98,18.98,18.98,18.98,-
29/06/1928,19.14,19.14,19.14,19.14,19.14,-
28/06/1928,19.07,19.07,19.07,19.07,19.07,-
27/06/1928,18.86,18.86,18.86,18.86,18.86,-
26/06/1928,18.68,18.68,18.68,18.68,18.68,-
25/06/1928,18.47,18.47,18.47,18.47,18.47,-
22/06/1928,18.54,18.54,18.54,18.54,18.54,-
21/06/1928,18.56,18.56,18.56,18.56,18.56,-
20/06/1928,18.57,18.57,18.57,18.57,18.57,-
19/06/1928,18.34,18.34,18.34,18.34,18.34,-
18/06/1928,18.4,18.4,18.4,18.4,18.4,-
15/06/1928,18.74,18.74,18.74,18.74,18.74,-
14/06/1928,19.05,19.05,19.05,19.05,19.05,-
13/06/1928,18.89,18.89,18.89,18.89,18.89,-
12/06/1928,18.34,18.34,18.34,18.34,18.34,-
11/06/1928,18.68,18.68,18.68,18.68,18.68,-
08/06/1928,19.37,19.37,19.37,19.37,19.37,-
07/06/1928,19.61,19.61,19.61,19.61,19.61,-
06/06/1928,19.66,19.66,19.66,19.66,19.66,-
05/06/1928,19.85,19.85,19.85,19.85,19.85,-
04/06/1928,19.8,19.8,19.8,19.8,19.8,-
01/06/1928,20.07,20.07,20.07,20.07,20.07,-
31/05/1928,20,20,20,20,20,-
29/05/1928,19.82,19.82,19.82,19.82,19.82,-
28/05/1928,19.57,19.57,19.57,19.57,19.57,-
25/05/1928,19.9,19.9,19.9,19.9,19.9,-
24/05/1928,19.87,19.87,19.87,19.87,19.87,-
23/05/1928,19.75,19.75,19.75,19.75,19.75,-
22/05/1928,19.36,19.36,19.36,19.36,19.36,-
21/05/1928,19.63,19.63,19.63,19.63,19.63,-
18/05/1928,19.92,19.92,19.92,19.92,19.92,-
17/05/1928,20.12,20.12,20.12,20.12,20.12,-
16/05/1928,20.05,20.05,20.05,20.05,20.05,-
15/05/1928,20.39,20.39,20.39,20.39,20.39,-
14/05/1928,20.44,20.44,20.44,20.44,20.44,-
11/05/1928,20.36,20.36,20.36,20.36,20.36,-
10/05/1928,20.21,20.21,20.21,20.21,20.21,-
09/05/1928,20.24,20.24,20.24,20.24,20.24,-
08/05/1928,20.27,20.27,20.27,20.27,20.27,-
07/05/1928,20.41,20.41,20.41,20.41,20.41,-
04/05/1928,20.24,20.24,20.24,20.24,20.24,-
03/05/1928,19.93,19.93,19.93,19.93,19.93,-
02/05/1928,19.83,19.83,19.83,19.83,19.83,-
01/05/1928,19.78,19.78,19.78,19.78,19.78,-
30/04/1928,19.75,19.75,19.75,19.75,19.75,-
27/04/1928,19.68,19.68,19.68,19.68,19.68,-
26/04/1928,19.47,19.47,19.47,19.47,19.47,-
25/04/1928,19.33,19.33,19.33,19.33,19.33,-
24/04/1928,19.25,19.25,19.25,19.25,19.25,-
23/04/1928,19.15,19.15,19.15,19.15,19.15,-
20/04/1928,19.34,19.34,19.34,19.34,19.34,-
19/04/1928,19.63,19.63,19.63,19.63,19.63,-
18/04/1928,19.52,19.52,19.52,19.52,19.52,-
17/04/1928,19.52,19.52,19.52,19.52,19.52,-
16/04/1928,19.68,19.68,19.68,19.68,19.68,-
13/04/1928,19.73,19.73,19.73,19.73,19.73,-
12/04/1928,19.41,19.41,19.41,19.41,19.41,-
11/04/1928,19.44,19.44,19.44,19.44,19.44,-
10/04/1928,19.1,19.1,19.1,19.1,19.1,-
09/04/1928,19.27,19.27,19.27,19.27,19.27,-
05/04/1928,19.23,19.23,19.23,19.23,19.23,-
04/04/1928,18.99,18.99,18.99,18.99,18.99,-
03/04/1928,19.02,19.02,19.02,19.02,19.02,-
02/04/1928,18.91,18.91,18.91,18.91,18.91,-
30/03/1928,19.28,19.28,19.28,19.28,19.28,-
29/03/1928,18.95,18.95,18.95,18.95,18.95,-
28/03/1928,18.89,18.89,18.89,18.89,18.89,-
27/03/1928,18.94,18.94,18.94,18.94,18.94,-
26/03/1928,19.05,19.05,19.05,19.05,19.05,-
23/03/1928,18.78,18.78,18.78,18.78,18.78,-
22/03/1928,18.6,18.6,18.6,18.6,18.6,-
21/03/1928,18.65,18.65,18.65,18.65,18.65,-
20/03/1928,18.46,18.46,18.46,18.46,18.46,-
19/03/1928,18.36,18.36,18.36,18.36,18.36,-
16/03/1928,18.26,18.26,18.26,18.26,18.26,-
15/03/1928,18.07,18.07,18.07,18.07,18.07,-
14/03/1928,17.93,17.93,17.93,17.93,17.93,-
13/03/1928,17.92,17.92,17.92,17.92,17.92,-
12/03/1928,18,18,18,18,18,-
09/03/1928,17.93,17.93,17.93,17.93,17.93,-
08/03/1928,17.64,17.64,17.64,17.64,17.64,-
07/03/1928,17.58,17.58,17.58,17.58,17.58,-
06/03/1928,17.67,17.67,17.67,17.67,17.67,-
05/03/1928,17.57,17.57,17.57,17.57,17.57,-
02/03/1928,17.3,17.3,17.3,17.3,17.3,-
01/03/1928,17.3,17.3,17.3,17.3,17.3,-
29/02/1928,17.26,17.26,17.26,17.26,17.26,-
28/02/1928,17.16,17.16,17.16,17.16,17.16,-
27/02/1928,17.11,17.11,17.11,17.11,17.11,-
24/02/1928,17.18,17.18,17.18,17.18,17.18,-
23/02/1928,17.13,17.13,17.13,17.13,17.13,-
21/02/1928,17.11,17.11,17.11,17.11,17.11,-
20/02/1928,16.95,16.95,16.95,16.95,16.95,-
17/02/1928,17.04,17.04,17.04,17.04,17.04,-
16/02/1928,17.35,17.35,17.35,17.35,17.35,-
15/02/1928,17.4,17.4,17.4,17.4,17.4,-
14/02/1928,17.44,17.44,17.44,17.44,17.44,-
10/02/1928,17.54,17.54,17.54,17.54,17.54,-
09/02/1928,17.55,17.55,17.55,17.55,17.55,-
08/02/1928,17.49,17.49,17.49,17.49,17.49,-
07/02/1928,17.44,17.44,17.44,17.44,17.44,-
06/02/1928,17.45,17.45,17.45,17.45,17.45,-
03/02/1928,17.4,17.4,17.4,17.4,17.4,-
02/02/1928,17.63,17.63,17.63,17.63,17.63,-
01/02/1928,17.53,17.53,17.53,17.53,17.53,-
31/01/1928,17.57,17.57,17.57,17.57,17.57,-
30/01/1928,17.49,17.49,17.49,17.49,17.49,-
27/01/1928,17.69,17.69,17.69,17.69,17.69,-
26/01/1928,17.63,17.63,17.63,17.63,17.63,-
25/01/1928,17.52,17.52,17.52,17.52,17.52,-
24/01/1928,17.71,17.71,17.71,17.71,17.71,-
23/01/1928,17.64,17.64,17.64,17.64,17.64,-
20/01/1928,17.48,17.48,17.48,17.48,17.48,-
19/01/1928,17.38,17.38,17.38,17.38,17.38,-
18/01/1928,17.26,17.26,17.26,17.26,17.26,-
17/01/1928,17.3,17.3,17.3,17.3,17.3,-
16/01/1928,17.29,17.29,17.29,17.29,17.29,-
13/01/1928,17.58,17.58,17.58,17.58,17.58,-
12/01/1928,17.47,17.47,17.47,17.47,17.47,-
11/01/1928,17.35,17.35,17.35,17.35,17.35,-
10/01/1928,17.37,17.37,17.37,17.37,17.37,-
09/01/1928,17.5,17.5,17.5,17.5,17.5,-
06/01/1928,17.66,17.66,17.66,17.66,17.66,-
05/01/1928,17.55,17.55,17.55,17.55,17.55,-
04/01/1928,17.72,17.72,17.72,17.72,17.72,-
03/01/1928,17.76,17.76,17.76,17.76,17.76,-
